OBJECTID,ls_count,x_ctr,y_ctr,
725,0,428887.3553,2778928.809,
726,0,412887.3553,2810928.809,
2791,18,407699.0466,2748014.531,0.002794163
728,0,407887.3553,2774928.809,
729,0,401055.8383,2814986.384,
730,0,408887.3553,2776928.809,
731,0,421887.3553,2797928.809,
732,0,412887.3553,2771928.809,
1685,17,410887.3553,2754928.809,0.002638932
734,0,394887.3553,2791928.809,
2010,17,413887.3553,2755928.809,0.002638932
736,0,397012.8067,2755963.484,
737,0,400887.3553,2805928.809,
2046,17,409887.3553,2749928.809,0.002638932
739,0,405887.3553,2793928.809,
2121,17,425887.3553,2753928.809,0.002638932
741,0,406887.3553,2777928.809,
2297,17,403124.7315,2752087.278,0.002638932
743,0,435013.0785,2783063.354,
744,0,424887.3553,2764928.809,
745,0,410887.3553,2806928.809,
746,0,403887.3553,2771928.809,
747,0,418887.3553,2779928.809,
748,0,422887.3553,2805928.809,
749,0,398340.0999,2807490.588,
750,0,401887.3553,2769928.809,
751,0,414887.3553,2809928.809,
752,0,420887.3553,2783928.809,
753,0,429616.8064,2813008.806,
754,0,418887.3553,2810928.809,
755,0,390887.3553,2768928.809,
756,0,409887.3553,2787928.809,
757,0,420887.3553,2801928.809,
758,0,417887.3553,2817928.809,
759,0,396887.3553,2774928.809,
760,0,429887.3553,2784928.809,
761,0,404887.3553,2778928.809,
762,0,413887.3553,2783928.809,
763,0,412887.3553,2768928.809,
764,0,427837.3375,2789893.307,
765,0,413731.359,2748399.447,
2578,17,425887.3553,2748928.809,0.002638932
767,0,402887.3553,2779928.809,
768,0,389887.3553,2777928.809,
769,0,425887.3553,2770928.809,
770,0,404887.3553,2802928.809,
771,0,424887.3553,2812928.809,
772,0,388887.3553,2782928.809,
2775,17,419887.3553,2754928.809,0.002638932
774,0,419887.3553,2778928.809,
775,0,386887.3553,2785928.809,
776,0,387887.3553,2787928.809,
777,0,387885.6489,2776010.204,
164,16,433887.3553,2756928.809,0.002483701
779,0,426887.3553,2796928.809,
780,0,415887.3553,2809928.809,
781,0,388887.3553,2768928.809,
782,0,430887.3553,2781928.809,
783,0,394887.3553,2788928.809,
784,0,394887.3553,2777928.809,
191,16,430887.3553,2756928.809,0.002483701
786,0,418887.3553,2766928.809,
787,0,428887.3553,2796928.809,
788,0,432422.2198,2778132.976,
789,0,401224.4371,2811798.949,
790,0,412887.3553,2788928.809,
288,16,414887.3553,2751928.809,0.002483701
595,16,412887.3553,2754928.809,0.002483701
793,0,406887.3553,2801928.809,
794,0,416887.3553,2805928.809,
795,0,399887.3553,2792928.809,
796,0,417887.3553,2786928.809,
797,0,417887.3553,2780928.809,
838,16,424887.3553,2746928.809,0.002483701
799,0,401887.3553,2799928.809,
800,0,433794.0074,2786853.399,
801,0,426887.255,2776928.905,
881,16,429887.3553,2759928.809,0.002483701
803,0,420887.3553,2815928.809,
804,0,396887.3553,2761928.809,
887,16,432887.3553,2747928.809,0.002483701
806,0,419887.3553,2780928.809,
807,0,409887.3553,2800928.809,
808,0,424887.3553,2783928.809,
809,0,411887.3553,2766928.809,
810,0,431843.0957,2779963.218,
811,0,412006.0612,2814988.064,
812,0,410887.3553,2801928.809,
813,0,411887.3553,2771928.809,
909,16,429887.3553,2755928.809,0.002483701
815,0,397887.3553,2794928.809,
816,0,402887.3553,2791928.809,
817,0,430887.3553,2786928.809,
818,0,392887.3553,2778928.809,
819,0,387532.7982,2762562.773,
820,0,417866.1247,2818897.928,
821,0,424887.3553,2814928.809,
1142,16,411887.3553,2754928.809,0.002483701
823,0,396887.3553,2794928.809,
824,0,407887.3553,2800928.809,
825,0,436865.9316,2782953.979,
826,0,425887.3553,2816928.809,
827,0,421887.3553,2800928.809,
828,0,386862.5921,2762759.937,
829,0,429883.3783,2788716.627,
830,0,401887.3553,2779928.809,
831,0,410887.3553,2779928.809,
832,0,403887.3553,2795928.809,
1154,16,420887.3553,2756928.809,0.002483701
834,0,394016.2375,2796982.338,
835,0,410887.3553,2761928.809,
836,0,403887.3553,2764928.809,
1307,16,409887.3553,2751928.809,0.002483701
1729,16,411887.3553,2749928.809,0.002483701
839,0,412887.3553,2782928.809,
840,0,435956.7595,2751116.58,
841,0,390887.3553,2776928.809,
842,0,407887.3553,2802928.809,
843,0,405887.3553,2813928.809,
844,0,422887.3553,2786928.809,
2145,16,427887.3553,2757928.809,0.002483701
846,0,414887.3553,2796928.809,
847,0,402887.3553,2809928.809,
848,0,401887.3553,2783928.809,
849,0,416887.3553,2782928.809,
850,0,433887.3553,2785928.809,
2150,16,414887.3553,2755928.809,0.002483701
852,0,391887.3553,2769928.809,
853,0,413887.3553,2785928.809,
854,0,425678.3774,2804965.728,
855,0,420887.3553,2784928.809,
856,0,408887.3553,2807928.809,
857,0,390887.3553,2764928.809,
858,0,403887.3553,2809928.809,
859,0,414887.3553,2790928.809,
860,0,408887.3553,2764928.809,
861,0,429887.3553,2787928.809,
183,15,425887.3553,2754928.809,0.002328469
280,15,429887.3553,2758928.809,0.002328469
723,15,427887.3553,2743928.809,0.002328469
865,0,400887.3553,2804928.809,
866,0,427887.3553,2778928.809,
957,15,419887.3553,2756928.809,0.002328469
868,0,408887.3553,2793928.809,
1092,15,416887.3553,2752928.809,0.002328469
870,0,426887.3553,2810928.809,
871,0,435084.0961,2782155.267,
1227,15,412887.3553,2758928.809,0.002328469
873,0,421887.3553,2814928.809,
874,0,413887.3553,2805928.809,
875,0,418887.3553,2771928.809,
876,0,393887.3553,2776928.809,
877,0,402887.3553,2765928.809,
878,0,433852.4715,2781887.272,
879,0,421887.3553,2808928.809,
880,0,395887.3553,2786928.809,
1526,15,409887.3553,2758928.809,0.002328469
1646,15,418887.3553,2754928.809,0.002328469
883,0,391146.4874,2770561.533,
884,0,402887.3553,2800928.809,
885,0,413887.3553,2771928.809,
886,0,403887.3553,2767928.809,
1963,15,425887.3553,2747928.809,0.002328469
888,0,412519.1158,2815612.422,
889,0,387946.7199,2779912.829,
890,0,395887.3553,2770928.809,
2232,15,412887.3553,2759928.809,0.002328469
892,0,420887.3553,2814928.809,
893,0,426887.3553,2795928.809,
894,0,413887.3553,2793928.809,
895,0,395887.3553,2790928.809,
2807,15,421887.3553,2757928.809,0.002328469
897,0,427750.7576,2793139.536,
107,14,411887.3553,2759928.809,0.002173238
899,0,417887.3553,2775928.809,
900,0,389887.3553,2764928.809,
901,0,429887.3553,2779928.809,
902,0,417887.3553,2816928.809,
903,0,403887.3553,2812928.809,
904,0,399887.3553,2793928.809,
905,0,425887.3553,2776928.809,
906,0,416887.3553,2817928.809,
907,0,420887.3553,2771928.809,
908,0,419887.3553,2773928.809,
175,14,410887.3553,2758928.809,0.002173238
910,0,415887.3553,2811928.809,
911,0,422887.3553,2816928.809,
912,0,424887.3553,2799928.809,
913,0,402887.3553,2777928.809,
914,0,401887.3553,2758928.809,
190,14,425887.3553,2755928.809,0.002173238
916,0,419887.3553,2794928.809,
1063,14,430887.3553,2759928.809,0.002173238
918,0,385887.3553,2783928.809,
919,0,393887.3553,2771928.809,
920,0,425887.3553,2796928.809,
921,0,414887.3553,2800928.809,
922,0,417887.3553,2770928.809,
1088,14,425887.3553,2757928.809,0.002173238
924,0,430574.5105,2795985.619,
925,0,401887.3553,2770928.809,
926,0,400887.3553,2785928.809,
927,0,396887.3553,2780928.809,
1112,14,431887.3553,2750928.809,0.002173238
929,0,391887.3553,2781928.809,
930,0,394887.3553,2771928.809,
931,0,401887.3553,2767928.809,
932,0,424904.0145,2817572.38,
933,0,400999.3938,2755054.886,
934,0,418887.3553,2789928.809,
935,0,413865.4211,2812646.38,
936,0,389887.3553,2776928.809,
937,0,395887.3553,2775928.809,
938,0,423887.3553,2798928.809,
939,0,418887.3553,2806928.809,
940,0,404887.3553,2811928.809,
941,0,398887.3553,2757928.809,
942,0,405887.3553,2771928.809,
943,0,403887.3553,2804928.809,
1548,14,424887.3553,2759928.809,0.002173238
945,0,421887.3553,2815928.809,
946,0,400887.3553,2803928.809,
947,0,422887.3553,2782928.809,
948,0,410887.3553,2777928.809,
949,0,409887.3553,2784928.809,
950,0,423887.3553,2811928.809,
951,0,407887.3553,2799928.809,
952,0,411887.3553,2791928.809,
953,0,416887.3553,2808928.809,
954,0,422887.3553,2790928.809,
955,0,408887.3553,2778928.809,
1726,14,423887.3553,2759928.809,0.002173238
1800,14,425887.3553,2758928.809,0.002173238
958,0,412887.3553,2776928.809,
959,0,422887.3553,2793928.809,
960,0,415887.3553,2770928.809,
961,0,417887.3553,2782928.809,
962,0,392887.3553,2774928.809,
963,0,405887.3553,2786928.809,
2006,14,421091.013,2747009.782,0.002173238
965,0,397887.3553,2760928.809,
966,0,411887.3553,2786928.809,
967,0,406887.3553,2797928.809,
968,0,384905.9571,2784948.293,
969,0,411887.3553,2792928.809,
2168,14,414887.3553,2752928.809,0.002173238
971,0,390887.3553,2779928.809,
972,0,426827.9132,2791933.625,
973,0,401887.3553,2794928.809,
974,0,394887.3553,2781928.809,
975,0,435885.0658,2751930.983,
2310,14,403887.3553,2755928.809,0.002173238
977,0,417887.3553,2785928.809,
978,0,411887.3553,2788928.809,
979,0,412887.3553,2775928.809,
980,0,421887.3553,2790928.809,
981,0,433454.5463,2788509.628,
982,0,415887.3553,2765928.809,
983,0,411887.3553,2780928.809,
984,0,403887.3553,2798928.809,
985,0,402887.3553,2802928.809,
986,0,422887.3553,2797928.809,
84,13,429887.3553,2752928.809,0.002018007
988,0,416887.3553,2810928.809,
989,0,420887.3553,2767928.809,
990,0,394887.3553,2780928.809,
991,0,423887.3553,2782928.809,
992,0,412887.3553,2796928.809,
993,0,428853.9961,2788792.688,
994,0,407887.3553,2796928.809,
995,0,423887.3553,2806928.809,
401,13,401971.9046,2754020.045,0.002018007
997,0,412887.3553,2764928.809,
998,0,397887.3553,2773928.809,
999,0,394887.3553,2782928.809,
1000,0,421887.3553,2750928.809,
1001,0,419887.3553,2788928.809,
1002,0,408887.3553,2810928.809,
1003,0,423887.3553,2773928.809,
1004,0,423887.3553,2771928.809,
1005,0,420887.3553,2752928.809,
1006,0,414887.3553,2767928.809,
672,13,415887.3553,2753928.809,0.002018007
1008,0,413887.3553,2795928.809,
1009,0,403887.3553,2813928.809,
1010,0,412887.3553,2794928.809,
1011,0,403887.3553,2811928.809,
1012,0,426887.3553,2786928.809,
1013,0,419887.3553,2812928.809,
1014,0,420887.3553,2789928.809,
1015,0,404887.3553,2767928.809,
1016,0,423887.3553,2795928.809,
1017,0,391887.3553,2765928.809,
1018,0,401887.3553,2798928.809,
1019,0,409887.3553,2778928.809,
685,13,422887.3553,2760928.809,0.002018007
1021,0,393887.3553,2765928.809,
1022,0,431887.3553,2783928.809,
1023,0,416887.3553,2783928.809,
1024,0,393994.8427,2797730.358,
1025,0,407887.3553,2783928.809,
1026,0,405887.3553,2784928.809,
1027,0,430804.8584,2778258.795,
1028,0,389887.3553,2781928.809,
1029,0,428887.3553,2787928.809,
1030,0,392887.3553,2767928.809,
714,13,427810.257,2770005.21,0.002018007
1032,0,407887.3553,2786928.809,
1033,0,414956.8463,2817024.765,
1034,0,400900.1368,2810904.374,
1035,0,414887.3553,2780928.809,
1036,0,394887.3553,2773928.809,
1037,0,420887.3553,2763928.809,
1038,0,396887.3553,2784928.809,
1039,0,397887.3553,2777928.809,
1040,0,401887.3553,2814928.809,
1041,0,427887.3553,2782928.809,
1042,0,404887.3553,2795928.809,
802,13,430887.3553,2746928.809,0.002018007
1044,0,397887.3553,2790928.809,
1045,0,407887.3553,2780928.809,
1046,0,406887.3553,2796928.809,
1047,0,437493.553,2784492.096,
1048,0,412887.3553,2795928.809,
822,13,424887.3553,2757928.809,0.002018007
1050,0,386890.9903,2778922.179,
970,13,431887.3553,2747928.809,0.002018007
1052,0,406887.3553,2786928.809,
1053,0,411887.3553,2796928.809,
1054,0,426887.3553,2813928.809,
1055,0,422887.3553,2769928.809,
1130,13,406887.3553,2755928.809,0.002018007
1426,13,423887.3553,2757928.809,0.002018007
1058,0,400887.3553,2762928.809,
1059,0,408887.3553,2797928.809,
1704,13,420887.3553,2759928.809,0.002018007
1061,0,410887.3553,2765928.809,
1062,0,420887.3553,2750928.809,
1947,13,427887.3553,2754928.809,0.002018007
1064,0,406887.3553,2799928.809,
1065,0,396887.3553,2796928.809,
1066,0,405887.3553,2803928.809,
1067,0,421787.9053,2746338.194,
1068,0,429738.2762,2797690.097,
1069,0,409887.3553,2782928.809,
1070,0,407887.3553,2791928.809,
1071,0,423354.9026,2745460.107,
2013,13,429887.3553,2745928.809,0.002018007
1073,0,398887.3553,2793928.809,
1074,0,409887.3553,2803928.809,
1075,0,409887.3553,2793928.809,
1076,0,417887.3553,2792928.809,
1077,0,391887.3553,2762928.809,
1078,0,392887.3553,2759928.809,
1079,0,427643.0801,2762978.101,
2064,13,422887.3553,2747928.809,0.002018007
1081,0,388887.3553,2780928.809,
2141,13,415887.3553,2755928.809,0.002018007
1083,0,407887.3553,2811928.809,
1084,0,409887.3553,2772928.809,
1085,0,416887.3553,2767928.809,
2322,13,430887.3553,2751928.809,0.002018007
1087,0,399783.3761,2755126.409,
2372,13,411903.1771,2749005.252,0.002018007
1089,0,404887.3553,2779928.809,
1090,0,426886.8843,2792929.277,
2808,13,429887.3553,2747928.809,0.002018007
2821,13,428887.3553,2744928.809,0.002018007
1093,0,430887.3553,2784928.809,
359,12,424887.3553,2751928.809,0.001862776
400,12,412887.3553,2750928.809,0.001862776
1096,0,418887.3553,2774928.809,
1097,0,403887.3553,2806928.809,
1098,0,427887.3553,2787928.809,
1099,0,390220.484,2772940.307,
1100,0,416011.4819,2819888.581,
609,12,419887.3553,2759928.809,0.001862776
1102,0,399887.3553,2807928.809,
1103,0,393887.3553,2777928.809,
1104,0,392887.3553,2779928.809,
1105,0,393887.3553,2781928.809,
1106,0,406887.3553,2784928.809,
1107,0,433852.0424,2749975.767,
1108,0,427887.3553,2813928.809,
1109,0,399887.3553,2803928.809,
1110,0,391887.3553,2782928.809,
1111,0,406887.3553,2771928.809,
643,12,429887.3553,2748928.809,0.001862776
1113,0,402887.3553,2794928.809,
1114,0,408887.3553,2775928.809,
1115,0,426528.5091,2801704.853,
928,12,427887.3553,2749928.809,0.001862776
1117,0,401833.9747,2816956.307,
1118,0,420887.3553,2811928.809,
1119,0,384940.459,2783882.441,
1518,12,426887.3553,2754928.809,0.001862776
1121,0,415887.3553,2815928.809,
1648,12,427887.3553,2746928.809,0.001862776
1123,0,417887.3553,2791928.809,
1124,0,399887.3553,2785928.809,
2269,12,411887.3553,2752928.809,0.001862776
1126,0,429887.3553,2780928.809,
1127,0,424887.3553,2816928.809,
1128,0,392028.4379,2791784.701,
2291,12,412887.3553,2752928.809,0.001862776
2312,12,402887.3553,2754928.809,0.001862776
1131,0,417887.3553,2769928.809,
1132,0,415887.3553,2787928.809,
1133,0,389887.8667,2757929.928,
1134,0,400887.3553,2770928.809,
1135,0,407637.6375,2815497.468,
1136,0,417887.3553,2767928.809,
1137,0,419887.3553,2803928.809,
1138,0,400887.3553,2802928.809,
1139,0,423887.3553,2807928.809,
1140,0,394887.3553,2769928.809,
1141,0,437625.5934,2759128.114,
2550,12,427887.3553,2748928.809,0.001862776
1143,0,404887.3553,2805928.809,
1144,0,424887.3553,2774928.809,
1145,0,384887.3553,2787928.809,
1146,0,421887.3553,2783928.809,
2620,12,426887.3553,2746928.809,0.001862776
1148,0,398887.3553,2769928.809,
1149,0,416887.3553,2796928.809,
1150,0,398344.9854,2798480.028,
1151,0,395887.3553,2792928.809,
1152,0,415887.3553,2767928.809,
1153,0,402887.3553,2780928.809,
2711,12,434887.3553,2757928.809,0.001862776
1155,0,402887.3553,2797928.809,
1156,0,390887.3553,2781928.809,
1157,0,413887.3553,2766928.809,
1158,0,409887.3553,2788928.809,
1159,0,400887.3553,2784928.809,
1160,0,405887.3553,2807928.809,
1161,0,384950.6097,2783004.065,
1162,0,415887.3553,2792928.809,
1163,0,403887.3553,2797928.809,
1164,0,399887.3553,2795928.809,
1165,0,424887.3553,2811928.809,
1166,0,402887.3553,2801928.809,
1167,0,404887.3553,2769928.809,
1168,0,414477.3029,2749342.832,
2770,12,422887.3553,2758928.809,0.001862776
1170,0,394887.3553,2760928.809,
1171,0,396887.3553,2768928.809,
1172,0,419887.3553,2787928.809,
1173,0,406887.3553,2804928.809,
1174,0,401887.3553,2786928.809,
1175,0,408887.3553,2782928.809,
1176,0,391887.3553,2786928.809,
1177,0,396364.918,2798471.891,
2832,12,429887.3553,2760928.809,0.001862776
2840,12,413887.3553,2749928.809,0.001862776
1180,0,412887.3553,2777928.809,
1181,0,423887.3553,2744928.809,
1182,0,388887.3553,2784928.809,
1183,0,428763.522,2799561.879,
1184,0,401887.3553,2787928.809,
1185,0,415887.3553,2803928.809,
1186,0,386887.3553,2784928.809,
1187,0,424887.3553,2810928.809,
1188,0,388887.3553,2779928.809,
1189,0,412887.3553,2769928.809,
1190,0,390993.6835,2757144.094,
1191,0,402887.3553,2792928.809,
1192,0,438451.8121,2756985.688,
1193,0,410887.3553,2774928.809,
1194,0,423028.8655,2819545.773,
1195,0,400887.3553,2776928.809,
1196,0,396887.3553,2758928.809,
1197,0,387978.8514,2765241.388,
1198,0,432887.3553,2782928.809,
1199,0,412887.3553,2792928.809,
1200,0,398997.0777,2798846.727,
1201,0,400887.3553,2797928.809,
31,11,418887.3553,2753928.809,0.001707544
1203,0,414887.3553,2797928.809,
1204,0,420887.3553,2794928.809,
1205,0,397887.3553,2757928.809,
1206,0,429860.9981,2796908.837,
1207,0,405887.3553,2764928.809,
1208,0,413887.3553,2790928.809,
1209,0,408887.3553,2795928.809,
1210,0,396887.3553,2770928.809,
1211,0,402887.3553,2787928.809,
229,11,409887.3553,2752928.809,0.001707544
1213,0,419887.3553,2774928.809,
1214,0,402887.3553,2803928.809,
1215,0,418887.3553,2799928.809,
333,11,415887.3553,2751928.809,0.001707544
389,11,420887.3553,2757928.809,0.001707544
1218,0,415887.3553,2795928.809,
1219,0,393887.3553,2782928.809,
444,11,421887.3553,2755928.809,0.001707544
1221,0,419887.3553,2790928.809,
478,11,415887.3553,2752928.809,0.001707544
1223,0,388887.3553,2778928.809,
612,11,410887.3553,2759928.809,0.001707544
1225,0,409887.3553,2777928.809,
1226,0,402887.3553,2774928.809,
805,11,434844.0018,2760863.213,0.001707544
1228,0,425870.2796,2767947.347,
1229,0,426467.0727,2807130.951,
1230,0,407887.3553,2792928.809,
1231,0,399940.2112,2808884.206,
1232,0,424887.3553,2775928.809,
1233,0,394887.3553,2772928.809,
1234,0,398887.3553,2795928.809,
1202,11,429887.3553,2746928.809,0.001707544
1236,0,408887.3553,2784928.809,
1237,0,425887.3553,2786928.809,
1238,0,399930.8131,2801902.031,
1239,0,400887.3553,2799928.809,
1240,0,428453.2453,2811371.207,
1241,0,417887.3553,2815928.809,
1242,0,412887.3553,2787928.809,
1243,0,409887.3553,2796928.809,
1244,0,423850.8184,2743018.988,
1245,0,416887.3553,2809928.809,
1246,0,420887.3553,2749928.809,
1323,11,421887.3553,2759928.809,0.001707544
1248,0,429519.7255,2744315.68,
1249,0,420887.3553,2800928.809,
1250,0,420887.3553,2802928.809,
1251,0,419887.3553,2770928.809,
1252,0,408887.3553,2813928.809,
1253,0,392887.3553,2789928.809,
1382,11,414887.3553,2753928.809,0.001707544
1255,0,392887.3553,2762928.809,
1256,0,390887.3553,2767928.809,
1801,11,430887.3553,2754928.809,0.001707544
1258,0,409887.3553,2798928.809,
1259,0,412887.3553,2784928.809,
1260,0,421887.3553,2816928.809,
1261,0,429832.7519,2778070.139,
2113,11,425887.3553,2751928.809,0.001707544
1263,0,405887.3553,2789928.809,
1264,0,398887.3553,2784928.809,
1265,0,411887.3553,2806928.809,
1266,0,418887.3553,2805928.809,
1267,0,407887.3553,2794928.809,
1268,0,425887.3553,2812928.809,
1269,0,416887.3553,2772928.809,
1270,0,391209.7168,2791530.721,
1271,0,429887.3553,2785928.809,
1272,0,386228.8766,2766972.63,
1273,0,405887.3553,2769928.809,
2135,11,402887.3553,2755928.809,0.001707544
1275,0,425867.2142,2800933.791,
1276,0,395887.3553,2773928.809,
2231,11,419887.3553,2755928.809,0.001707544
1278,0,437545.9383,2783116.112,
2266,11,426887.3553,2758928.809,0.001707544
1280,0,417887.3553,2797928.809,
2332,11,412887.3553,2753928.809,0.001707544
1282,0,411887.3553,2794928.809,
1283,0,397887.3553,2783928.809,
1284,0,419887.3553,2816928.809,
2588,11,405887.3553,2754928.809,0.001707544
1286,0,387887.3553,2778928.809,
1287,0,390887.3553,2788928.809,
1288,0,416887.3553,2766928.809,
1289,0,407887.3553,2772928.809,
1290,0,397887.3553,2780928.809,
1291,0,414887.3553,2784928.809,
1292,0,398887.3553,2767928.809,
1293,0,424887.3553,2788928.809,
1294,0,386887.3553,2788928.809,
1295,0,392887.3553,2772928.809,
1296,0,399887.3553,2786928.809,
1297,0,410887.3553,2804928.809,
1298,0,394887.3553,2783928.809,
1299,0,426887.3553,2783928.809,
1300,0,430887.3553,2783928.809,
1301,0,414887.3553,2814928.809,
1302,0,419887.3553,2813928.809,
1303,0,424887.3553,2767928.809,
1304,0,421349.7612,2746404.99,
1305,0,422887.3553,2776928.809,
1306,0,412937.7178,2811874.488,
2621,11,426887.3553,2743928.809,0.001707544
1308,0,395887.3553,2787928.809,
1309,0,401887.3553,2807928.809,
1310,0,422887.3553,2804928.809,
1311,0,421887.3553,2787928.809,
1312,0,429887.3553,2783928.809,
1313,0,425887.3553,2771928.809,
225,10,425887.3553,2745928.809,0.001552313
1315,0,397887.3553,2787928.809,
1316,0,424887.3553,2768928.809,
1317,0,422887.3553,2792928.809,
1318,0,404887.3553,2776928.809,
1319,0,393887.3553,2790928.809,
1320,0,399887.3553,2775928.809,
1321,0,420887.3553,2773928.809,
300,10,414819.4502,2750001.953,0.001552313
773,10,418887.3553,2759928.809,0.001552313
1324,0,423887.3553,2767928.809,
1325,0,406887.3553,2775928.809,
1326,0,422887.3553,2810928.809,
1327,0,416887.3553,2795928.809,
1328,0,414887.3553,2775928.809,
1329,0,403887.3553,2796928.809,
1330,0,389834.0695,2760817.862,
1331,0,431887.3553,2782928.809,
1169,10,432887.3553,2749928.809,0.001552313
1333,0,397887.3553,2761928.809,
1334,0,391887.3553,2783928.809,
1216,10,430887.3553,2755928.809,0.001552313
1336,0,422887.3553,2814928.809,
1337,0,388891.1524,2760924.189,
1338,0,396887.3553,2789928.809,
1339,0,418887.3553,2811928.809,
1340,0,404887.3553,2806928.809,
1341,0,422887.3553,2775928.809,
1342,0,397887.3553,2779928.809,
1343,0,419887.3553,2810928.809,
1344,0,388889.3639,2775930.885,
1345,0,423887.3553,2799928.809,
1346,0,413887.3553,2769928.809,
1388,10,410887.3553,2749928.809,0.001552313
1348,0,418887.3553,2792928.809,
1349,0,413887.3553,2787928.809,
1350,0,416887.3553,2781928.809,
1351,0,385887.3553,2786928.809,
1352,0,399263.6863,2808569.321,
1353,0,423887.3553,2786928.809,
1354,0,395887.3553,2774928.809,
1355,0,392887.3553,2766928.809,
1429,10,435887.3553,2758928.809,0.001552313
1357,0,404887.3553,2801928.809,
1358,0,423887.3553,2810928.809,
1359,0,407887.3553,2798928.809,
1360,0,394887.3553,2774928.809,
1361,0,414887.3553,2802928.809,
1464,10,426887.3553,2749928.809,0.001552313
1363,0,400887.3553,2756928.809,
1364,0,397887.3553,2776928.809,
1365,0,425871.9379,2801914.192,
1366,0,398887.3553,2777928.809,
1367,0,392887.3553,2775928.809,
1368,0,401887.3553,2764928.809,
1539,10,416887.3553,2755928.809,0.001552313
1370,0,428887.3553,2784928.809,
1371,0,425887.3553,2779928.809,
1372,0,410887.3553,2800928.809,
1733,10,408887.3553,2750928.809,0.001552313
1374,0,411887.3553,2799928.809,
1375,0,421887.3553,2791928.809,
1917,10,422887.3553,2759928.809,0.001552313
2300,10,426887.3553,2748928.809,0.001552313
1378,0,401887.3553,2808928.809,
1379,0,419887.3553,2760928.809,
1380,0,421887.3553,2802928.809,
1381,0,411887.3553,2769928.809,
2358,10,405887.3553,2755928.809,0.001552313
1383,0,401887.3553,2768928.809,
1384,0,385563.5255,2782341.293,
1385,0,404887.3553,2793928.809,
1386,0,419887.3553,2802928.809,
1387,0,393887.3553,2786928.809,
209,9,426887.3553,2751928.809,0.001397082
1389,0,407887.3553,2795928.809,
1390,0,397887.3553,2762928.809,
1391,0,414887.3553,2804928.809,
1392,0,396887.3553,2766928.809,
364,9,431887.3553,2749928.809,0.001397082
1394,0,425887.3553,2777928.809,
1395,0,414887.3553,2792928.809,
1396,0,392921.5154,2792905.428,
1397,0,411887.3553,2772928.809,
1398,0,403887.3553,2786928.809,
587,9,413887.3553,2760928.809,0.001397082
1400,0,395887.3553,2758928.809,
1401,0,410887.3553,2788928.809,
661,9,430871.5859,2745946.326,0.001397082
1403,0,387013.0879,2776021.574,
1404,0,407887.3553,2805928.809,
1405,0,406887.3553,2773928.809,
1406,0,409887.3553,2766928.809,
1407,0,415887.3553,2766928.809,
1408,0,415442.8791,2750339.371,
1409,0,409887.3553,2783928.809,
1410,0,403887.3553,2799928.809,
1411,0,397887.3553,2763928.809,
1412,0,411887.3553,2760928.809,
670,9,407796.9015,2748988.934,0.001397082
1414,0,408887.3553,2802928.809,
1415,0,406887.3553,2766928.809,
1416,0,415887.3553,2784928.809,
1417,0,423887.3553,2814928.809,
1418,0,426858.9918,2775939.342,
1419,0,405887.3553,2809928.809,
1420,0,410887.3553,2782928.809,
1421,0,416887.3553,2815928.809,
1422,0,416887.3553,2791928.809,
1423,0,418887.3553,2793928.809,
1424,0,421887.3553,2770928.809,
1425,0,436839.8292,2757944.8,
778,9,437883.5006,2756927.388,0.001397082
1427,0,432887.3553,2787928.809,
1428,0,401887.3254,2815928.779,
1072,9,422887.3553,2757928.809,0.001397082
1095,9,425887.3553,2752928.809,0.001397082
1431,0,422887.3553,2796928.809,
1432,0,399953.7076,2809978.11,
1433,0,422887.3553,2773928.809,
1434,0,399887.3553,2797928.809,
1435,0,393887.3553,2774928.809,
1436,0,402887.3553,2762928.809,
